id,name,description,img_url,category,inventory,price
104,Pivotal Seatpost,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The Pure Fix forged alloy Pivotal seat post is the one and only match for a <a href=""/products/pure-fix-pivotal-saddle"" title=""Pivotal Saddle"">Pivotal seat</a>. Short, sweet and uber strong.</p>
<ul>
<li><strong><span style=""line-height: 1.2;"">27.2 Diameter</span></strong></li>
</ul></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/pivotal-seat-post.jpeg?v=1438625490,"Black, FGFS, FGFS Accessories, Parts, Saddles and Seatposts, Seat Post, seatpost, Seatposts and Clamps",83,185.95
105,Original Fixed Cog,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""lead"">Ready to change your gearing to fit your riding style and your city? These guys are the answer!</p>
<p>The smaller tooth cogs such as the <strong>13-tooth</strong> fixed cog will dial up your gear ratio to buy you some more top speed and keep your legs under control when you're flying downhill!</p>
<p>The larger tooth cogs such as the <strong>18-tooth</strong> cog will lower your gear ratio to make acceleration and hill climbing even easier! Both are made of forged alloy, so they're light enough to not hold you back and durable enough to last for all those rides to come!</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/Cog-WEB.jpeg?v=1438625488,"14T, 16T, Alloy, cog, Cogs, Cogs and Lockrings, Drivetrain, Parts",6,86.95
106,Hooded Brake Levers,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>If you're looking to add another hand position to your drop bars, these hooded levers are the answer!  Made of high-durability plastic and aluminum, they're light enough to keep your bars on-balance and tough enough to handle whatever the streets can dish out!</p>
<p class=""tertiary""><strong>Note: Comes as a pair (2 levers).</strong></p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/hooded-brake-lever.jpeg?v=1438625487,"Bars Tape Grips and Stems, Brake Parts, Parts",38,190.95
107,Presta Valve Adapter,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Have an old pump lying around that doesn't work with the standard presta valves? This is your solution!</p>
<p>Built to convert your old schrader pump into a presta pump! </p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/presta_valve_side_web.jpeg?v=1438625485,"Accessories, adapter, Presta Valve, pump, Pumps, Safety Gear, Schrader valve, Tools, Tools and Maintenance, Wheelsets and Accessories",7,176.95
108,Kryptonite Evolution Lock,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""lead"">The <a href=""http://purefixcycles.com/collections/vendors?q=Kryptonite"">Kryptonite</a> Mini-7 U-Lock and 4-foot flex cable will take your security game to the next level!</p>
<p>This compact package gives you all the tools you need to lock both wheels and your frame securely while you're away, and Kryptonite's Key Safe program and optional <strong>$2,000 anti-theft offer</strong> will give you peace of mind, even when your bike's out of sight.  Mount it on your frame with the included FlexFrame U-bracket or pop it in your bag, and the Kryptonite Evolution will keep your bike safe wherever you need to park it! </p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/Evolution-Mini-7.jpeg?v=1438625483,"Accessories, Essential, Essentials, Lock, Locks, Safety, Safety Gear, Tools and Maintenance",68,24.95
109,Pure Fix Mechanic Shirt,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Is there anyone cooler than a bike mechanic?  Those brave heroes whose experienced hands right the wrongs of the road and return our rides to their deserved glory!  Now you can look as good as they do when you're changing a tire, lubing your chain, or just hanging out at your LBS! Stop dressing for the job you've got, and start dressing for the job you wish you had!  Heck, buy two so you can gift one to your favorite mech!</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/button-down-mech-tee.jpeg?v=1438625480,"Accessories, Apparel, Black, Clothes, Shirt, Shirts",68,175.95
110,FGFS Bottom Bracket,<p><p></p></p>,https://cdn.shopify.com/s/files/1/0923/8062/products/fgfs-bottom-bracket.jpeg?v=1438625476,"Bottom Bracket, Bottom Brackets, Drivetrain, FGFS",78,3.95
111,Fixed Gear Lock Ring Tool,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Your lockring is solid.  It does its job.  It holds your cog tight through your roughest rides and slidiest skids.  But what about when your lockring needs to take some time off?  Whether it's time to swap in a new cog, a new lockring, or just give your hub some TLC, the <strong>Park Tool HCW-17</strong> is just what you need! </p>
<p>With two different radius hooks it'll fit most fixed gear lockrings (even some BMX freewheel ones) and at 11-5/8"" you'll have all the leverage you need to move even the stubbornest lockring from it's post!</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/lockring-tool.jpeg?v=1438625474,"Accessories, Cogs and Lockrings, Lockring, Safety Gear, Tool, Tools, Tools and Maintenance",0,60.95
112,Hiplok Lite,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>The <strong>Hiplok</strong> is the first bike lock designed to be worn by the rider, eliminating all the fussing with frustrating frame mounts, or lugging heavy locks around in your backpack! Made of a hardened steel chain wrapped in heavy duty impact resistant nylon, the Hiplok is designed to be tougher than bike thieves. The Hiplok also features reflective logo details, increasing rider visibility. All that goodness means Hiplok will help you get where you're going safely, and keep your bike secure while you're there!</p>
<iframe width=""1280"" height=""720"" src=""//www.youtube.com/embed/NzTMWoCiRJY?rel=0"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/hiplok-yellow.jpeg?v=1438625466,"Accessories, Essential, Essentials, Hiplok, Lock, Locks, Safety, Safety Gear",86,41.95
113,All In One Track Tool,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><div id=""tab-description"" class=""tab-content"">
<p class=""p1"">This all-in-one track tool packs a 10mm open-ended, 15mm pedal wrench, 14x15mm sockets for crank fixing bolts and axle nuts and 5mm and 6mm hex keys. It's constructed with CrMo steel and is the perfect wrench to keep your wheels and pedals on tight!</p>
<p class=""p1""> </p>
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/Ice-Toolz_All-In-One-Track-Tool_15mm_Front_WEB.jpeg?v=1438625456,"10mm, 14mm, 15mm, 5mm, 6mm, Accessories, Essential, Essentials, Safety Gear, Tool, Tools, Tools and Maintenance, Wheelsets and Accessories, Wrench",40,180.95
114,Pure City Basket,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p class=""lead"">Nothing makes a bike more bike-y than a basket on the front!</p>
<p>This classy brown basket will haul your groceries, your goodies, or even your furry friends, whether you're out for a quick shopping trip or a cruise across the city.  Made of uber-durable mock-wicker, it gives your bike that retro look without having to worry about it getting all wet and soggy or doing any of that other lame stuff real wicker will do.  With hardware for 1"" and 1-1/8"" headsets, it'll fit any of our Pure City bikes, our fixies, and probably even that old cruiser you have in the garage!</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/basket_full.jpeg?v=1438625452,"Accessories, Basket, Baskets, Baskets and Racks, City Accessories, Pure City",95,20.95
115,PF Boombot Rex,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>When you ride, you're a rolling party, but isn't it about time everyone else knows how much fun you're having too? We think so, and that's why we're stoked about this super loud Boombot Rex! With it's revolutionary acoustic design, this super portable speaker is loud (and I mean LOUD) and hooks up to your phone with <strong>bluetooth</strong> so you can manage your music and listen on the fly. It's also got a noise canceling microphone so you can use it as a speakerphone to take calls on your ride (or use it to deny those callers until you get to your destination). All that on a super strong clip means the Boombot Rex will stick with you wherever you put it and you'll be the life of the party whether you're home or away!</p></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/pure-fix-rex.png?v=1438625448,"Black, Boombotix, Essential, Speaker, Speakers",85,19.95
116,Knog Blinder Road Front Light,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Come, plebeians, and gather round to hear to tale of the Knog Blinder Road! This compact and completely waterproof light includes parts crafted from silicon for stretch, stainless steel for strength, and aluminum to save weight. The light output matches that of the great god Zeus’ bolts, with 200 lumens of titan crushing brightness. With this as your weapon, nothing can stand in your way, because you’ll see it all. So grab one, and conquer the dark!</p>
<div id=""collapsible"">
<h3 class=""toggle-title"">
<span class=""icon-plus-sign""></span> Specs</h3>
<div id=""product-features"" class=""toggle-content"">
<ul>
<li>200 Lumens</li>
<li>Light Dimensions: W53mm x H30mm x D63mm</li>
<li>Weight: 75g</li>
<li>Materials: UV-Resistant, industrial-grade Silicone Rubber Body and Straps. Polycarbonate Housing. PMMA Lens. Anodised Aluminium Heat sink. Anodised Aluminium Fascia and solid Stainless Steel MIMLatch</li>
<li>Rechargeable Lithium Polymer (USB). This saves using about 600 AAA Alkaline batteries during the lights lifetime.</li>
</ul>
</div>
<!-- product-features -->
</div>
<div id=""collapsible"">
<h3 class=""toggle-title"">
<span class=""icon-plus-sign""></span> Features</h3>
<div id=""product-features"" class=""toggle-content"">
<ul>
<li>
<strong>Leds:</strong> 2 x CREE XB-D LEDs</li>
<li>
<strong>Lens:</strong> Use of an optic design to provide a balanced ratio of beam width and distance to safely illuminate you and the path ahead.</li>
<li>
<strong>Visibility</strong>: Visible from a distance of min. 1000 metres</li>
<li>
<strong>Beam Angle (degrees)</strong>: Wide beam 22°- Hi/Low. Narrow beam 15° - Hi/Low. Dual beam 15 and 22°combined - Hi/Low.</li>
<li>
<strong>LiPo Technology</strong> with battery protection circuit. USB Rechargeable and extension cord included.</li>
<li>
<strong>Constant current drive technology:</strong> Maintains consistent brightness throughout specified run-time.</li>
<li>
<strong>Integrated USB Plug:</strong> Designed to be exposed to the elements, the plug is also waterproof and will not be damaged by exposure.</li>
<li>
<strong>Waterproof:</strong> 100% Waterproof and Dust Proof.</li>
<li>
<strong>Light Modes:</strong> Total of 8 light modes: 1. Narrow Low Beam, 2. Narrow High Beam, 3. Wide Low Beam,4. Wide High Beam, 5. Dual Low Beam, 6. Dual High Beam, 7. Flashing Alternate, 8. Flashing-1 LED Steady/1 LED flashing. </li>
<li>
<strong>Burn time:</strong> Low-beam modes: Steady 2hr, Flash mode 6hr. High-beam modes:Steady 1hr / Flash mode: 4hr.</li>
<li>
<strong>Charge time:</strong> 5 hour charge time</li>
<li>
<strong>Button:</strong> New longer button push on (0.75sec) prevents accidental activation of your light. Short presses switch modes continuously. Similarly, the light is switched off with a long button push off (0.5sec).</li>
<li><strong>Low battery indicator</strong></li>
<li>
<strong>Thermal management:</strong> Automatically regulates the light output for optimum performance when the bike is stationary and in motion.</li>
<li>
<strong>Bike Attachment:</strong> Two removable silicone straps for bars 22-28mm / 29-35mm. Helmet mount included</li>
<li>
<strong>Testing:</strong> The Blinder Road has been tested against the following; Drop tests, corrosion tests, UV tests,Electrical shock and static, vibration and impact, temperature and humidity, cycle testing and CE certification.</li>
</ul>
</div>
<!-- product-features -->
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/knog-blinder-road-black-front.jpeg?v=1438625437,"Accessories, Black, Essential, Essentials, Front, Grey, Knog, Lights, Safety Gear",7,109.95
117,Knog Blinder Road Rear Light,"<p><p><em>This is a demonstration store. You can purchase products like this from <a href=""https://www.purefixcycles.com"" target=""_blank"">Pure Fix Cycles</a></em></p><p>Now for the tale of the Knog Blinder Road Rear. This rear light has a colossal 70 lumen strobe, with numerous settings for every riding situation. With the Knog’s blindingly bright beam, it will be as if you are standing atop Mount Olympus, shouting with the thunder of a thousand sirens. “See me,” you will scream, “FEAR ME!” And all will see you and watch with awe and pure wonder as you ride to battle your foes. Truly, this is the light of heroes. So grab one, and be epic!</p>
<div id=""collapsible"">
<h3 class=""toggle-title"">
<span class=""icon-plus-sign""></span> Specs</h3>
<div id=""product-features"" class=""toggle-content"">
<ul>
<li>70 lumens in strobe mode (peak)</li>
<li>Dimensions: W27mm x H76mm x D52mm</li>
<li>Weight: 52g </li>
<li>Materials: UV-Resistant, industrial-grade Silicone Rubber Body and Straps. Polycarbonate Housing. PMMA Lens. Anodised Aluminium Heat sink. Anodised Aluminium Fascia and solid Stainless Steel MIMLatch. </li>
<li>Rechargeable Lithium Polymer (USB). This saves using about 600 AAA Alkaline batteries during the lights lifetime.</li>
</ul>
</div>
<!-- product-features -->
</div>
<div id=""collapsible"">
<h3 class=""toggle-title"">
<span class=""icon-plus-sign""></span> Features</h3>
<div id=""product-features"" class=""toggle-content"">
<ul>
<li>
<strong>LEDs:</strong> 1 x CREE XPD XB-D LED, 3 x Super bright LEDs</li>
<li>
<strong>Lens:</strong> Collimated optics.</li>
<li>
<strong>Visibility:</strong> Visible from a distance of min. 1000 metres. Incorporates side Illumination with visibility of 290°</li>
<li>
<strong>Beam Angle (degrees):</strong> Wide beam 80°. Narrow beam 22°</li>
<li>
<strong>LiPo Technology</strong> with battery protection circuit. USB Rechargeable and extension cord included.</li>
<li>
<strong>Constant current drive technology:</strong> Maintains consistent brightness throughout specified run-time.</li>
<li>
<strong>Integrated USB Plug:</strong> Designed to be exposed to the elements, the plug is also waterproof and will not be damaged by exposure.</li>
<li>
<strong>Waterproof:</strong> 100% Waterproof and Dust Proof.</li>
<li>
<strong>Light Modes:</strong> 5 light modes: 1.Steady, 2.Fast, 3.Chaser, 4.Peleton, 5. Eco-Flash. </li>
<li>
<strong>Burn time:</strong>  lasting up to 3.5 hours in Steady mode, 4 hours in Fast, 5 hours in Chaser, 13 hours in Peloton Mode and 20 hours in Eco-Flash.</li>
<li>
<strong>Charge time:</strong> 5 hour charge time</li>
<li>
<strong>Button:</strong> New longer button push on (0.75sec) prevents accidental activation of your light. Shortpresses switch modes continuously. Similarly, the light is switched off with a long button push off (0.5sec).</li>
<li><strong>Low battery indicator</strong></li>
<li>
<strong>Bike Attachment:</strong> Tool-less attachment for standard rear posts measuring 22-32mm. Not suitable for aero post design</li>
<li>
<strong>Testing:</strong> The Blinder Road has been tested against the following; Drop tests, corrosion tests, UV tests,Electrical shock and static, vibration and impact, temperature and humidity, cycle testing and CE certification.</li>
</ul>
</div>
<!-- product-features -->
</div></p>",https://cdn.shopify.com/s/files/1/0923/8062/products/knog-blinder-road-black-rear.jpeg?v=1438625433,"Accessories, Black, Essential, Essentials, Grey, Knog, Light, Lights, Rear, Safety Gear",68,126.95
